event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,197857799953900,0.0
1,fixation_before_start,1,fixation_before,0,197857800051300,9.74e-05
2,fixation_before_end,1,fixation_before,600,197867727934900,9.927981
3,stimulus_start,2,stimulus,600,197867727941200,9.9279873
4,stimulus_end,2,stimulus,900,197872727008700,14.9270548
5,fixation_after_start,3,fixation_after,900,197872727015400,14.9270615
6,fixation_after_end,3,fixation_after,1500,197882725485100,24.9255312
7,experiment_end,8,finished,1500,197882725491600,24.9255377
