phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,24635,24.1095129,170734.0
fixation_after,ch1,max,2,24795,24.2695134,170629.0
fixation_after,ch1,min,1,21364,20.8384466,145036.0
fixation_after,ch1,min,2,21284,20.7584358,145460.0
fixation_after,ch2,max,1,17745,17.2193399,-1697535.0
fixation_after,ch2,max,2,18045,17.5193609,-1697772.0
fixation_after,ch2,min,1,22796,22.2704637,-1716542.0
fixation_after,ch2,min,2,22516,21.9904587,-1716519.0
fixation_after,ch3,max,1,17733,17.2073112,-590269.0
fixation_after,ch3,max,2,17793,17.2673324,-590392.0
fixation_after,ch3,min,1,24945,24.4195262,-603397.0
fixation_after,ch3,min,2,24345,23.8195118,-603304.0
fixation_before,ch1,max,1,2768,2.2419665,170331.0
fixation_before,ch1,max,2,2828,2.3019649,170326.0
fixation_before,ch1,min,1,7840,7.3140967,146431.0
fixation_before,ch1,min,2,8040,7.5141128,146615.0
fixation_before,ch2,max,1,5661,5.1350486,-1697742.0
fixation_before,ch2,max,2,2460,1.9339393,-1697867.0
fixation_before,ch2,min,1,2450,1.9239488,-1717197.0
fixation_before,ch2,min,2,2510,1.9839646,-1717160.0
fixation_before,ch3,max,1,67,0.0200383,-588729.0
fixation_before,ch3,max,2,47,0.0144898,-588764.0
fixation_before,ch3,min,1,8640,8.1141183,-601661.0
fixation_before,ch3,min,2,10441,9.915147,-601657.0
idle,ch1,max,1,2,0.0014191,159601.0
idle,ch1,min,1,3,0.001703,159545.0
idle,ch2,min,1,3,0.001703,-1707899.0
idle,ch3,max,1,2,0.0014191,-591587.0
idle,ch3,min,1,3,0.001703,-593903.0
idle,ch3,min,2,1,0.0010959,-592342.0
stimulus,ch1,max,1,13712,13.1862369,170723.0
stimulus,ch1,max,2,13292,12.7662252,170673.0
stimulus,ch1,min,1,13122,12.5962159,143034.0
stimulus,ch1,min,2,13142,12.6162367,143743.0
stimulus,ch2,max,1,11823,11.2972019,-1697744.0
stimulus,ch2,max,2,13103,12.5772173,-1697877.0
stimulus,ch2,min,1,14754,14.2283185,-1716354.0
stimulus,ch2,min,2,13213,12.6872127,-1716105.0
stimulus,ch3,max,1,11291,10.7651773,-590265.0
stimulus,ch3,max,2,11391,10.8651817,-590325.0
stimulus,ch3,min,1,13142,12.6162367,-602580.0
stimulus,ch3,min,2,13182,12.6562305,-602372.0
