phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,19701,19.1759922,-94646.0
fixation_after,ch1,max,2,19721,19.1959886,-94793.0
fixation_after,ch1,min,1,22951,22.4260157,-137049.0
fixation_after,ch1,min,2,23232,22.7070843,-136224.0
fixation_after,ch2,max,1,19839,19.3139929,-283383.0
fixation_after,ch2,max,2,22560,22.0350711,-283439.0
fixation_after,ch2,min,1,22950,22.4250867,-298428.0
fixation_after,ch2,min,2,22968,22.4430828,-297648.0
fixation_after,ch3,max,1,22262,21.7370452,-962990.0
fixation_after,ch3,max,2,17601,17.0759405,-963275.0
fixation_after,ch3,min,1,22951,22.4260157,-998651.0
fixation_after,ch3,min,2,23232,22.7070843,-997719.0
fixation_before,ch1,max,1,1060,0.5345023,-86019.0
fixation_before,ch1,max,2,1040,0.5145273,-86903.0
fixation_before,ch1,min,1,1409,0.8835333,-133815.0
fixation_before,ch1,min,2,1630,1.1045531,-133696.0
fixation_before,ch2,max,1,1218,0.692525,-280652.0
fixation_before,ch2,max,2,1758,1.2325489,-281607.0
fixation_before,ch2,min,1,1408,0.8825424,-296064.0
fixation_before,ch2,min,2,7109,6.5836942,-295551.0
fixation_before,ch3,max,1,1060,0.5345023,-951572.0
fixation_before,ch3,max,2,1220,0.6944701,-951734.0
fixation_before,ch3,min,1,1409,0.8835333,-992539.0
fixation_before,ch3,min,2,1630,1.1045531,-992144.0
stimulus,ch1,max,1,10841,10.3157665,-92932.0
stimulus,ch1,max,2,11260,10.7347913,-93020.0
stimulus,ch1,min,1,15331,14.8058974,-132779.0
stimulus,ch1,min,2,15310,14.7849087,-132679.0
stimulus,ch2,max,1,11259,10.733789,-280756.0
stimulus,ch2,max,2,10859,10.3337677,-281376.0
stimulus,ch2,min,1,15309,14.7839067,-295907.0
stimulus,ch2,min,2,15409,14.883908,-295769.0
stimulus,ch3,max,1,10841,10.3157665,-958377.0
stimulus,ch3,max,2,11281,10.7557922,-958609.0
stimulus,ch3,min,1,15050,14.5248975,-995869.0
stimulus,ch3,min,2,15231,14.7058988,-995570.0
