sample_index,pc_time_ns,experiment_time_s,phase_code,phase_name,frame_index,frame_time_ns,stimulus_active,stimulus_on_mask,serial_channel_count,ch1,ch2,ch3,parse_error,raw_line
0,198418645191300,0.0041187,1,fixation_before,0,198418642125100,0,0,3,-93941.0,-286344.0,-956711.0,,"-93941,-286344,-956711"
1,198418645507700,0.0044351,1,fixation_before,0,198418642125100,0,0,3,-98290.0,-287452.0,-960187.0,,"-98290,-287452,-960187"
2,198418645796100,0.0047235,1,fixation_before,1,198418644013700,0,0,3,-104104.0,-290102.0,-965604.0,,"-104104,-290102,-965604"
3,198418646096700,0.0050241,1,fixation_before,3,198418645985800,0,0,3,-109910.0,-290416.0,-970118.0,,"-109910,-290416,-970118"
4,198418646392500,0.0053199,1,fixation_before,3,198418645985800,0,0,3,-115991.0,-291871.0,-975429.0,,"-115991,-291871,-975429"
5,198418646671000,0.0055984,1,fixation_before,3,198418645985800,0,0,3,-120689.0,-292802.0,-979399.0,,"-120689,-292802,-979399"
6,198418646947200,0.0058746,1,fixation_before,3,198418645985800,0,0,3,-124703.0,-292234.0,-982289.0,,"-124703,-292234,-982289"
7,198418647219700,0.0061471,1,fixation_before,3,198418645985800,0,0,3,-127518.0,-292896.0,-985058.0,,"-127518,-292896,-985058"
8,198418647493000,0.0064204,1,fixation_before,3,198418645985800,0,0,3,-128384.0,-293772.0,-986074.0,,"-128384,-293772,-986074"
9,198418647763700,0.0066911,1,fixation_before,3,198418645985800,0,0,3,-129329.0,-292656.0,-986494.0,,"-129329,-292656,-986494"
10,198418648062500,0.0069899,1,fixation_before,3,198418645985800,0,0,3,-128165.0,-292196.0,-985856.0,,"-128165,-292196,-985856"
11,198418648349900,0.0072773,1,fixation_before,3,198418645985800,0,0,3,-123868.0,-291450.0,-982667.0,,"-123868,-291450,-982667"
12,198418648628700,0.0075561,1,fixation_before,3,198418645985800,0,0,3,-118303.0,-289624.0,-977749.0,,"-118303,-289624,-977749"
13,198418648901500,0.0078289,1,fixation_before,3,198418645985800,0,0,3,-112872.0,-288825.0,-973321.0,,"-112872,-288825,-973321"
14,198418649174600,0.008102,1,fixation_before,3,198418645985800,0,0,3,-107540.0,-286611.0,-968327.0,,"-107540,-286611,-968327"
15,198418649448400,0.0083758,1,fixation_before,3,198418645985800,0,0,3,-103531.0,-285234.0,-964804.0,,"-103531,-285234,-964804"
16,198418649722400,0.0086498,1,fixation_before,3,198418645985800,0,0,3,-99767.0,-285355.0,-962157.0,,"-99767,-285355,-962157"
17,198418649985800,0.0089132,1,fixation_before,3,198418645985800,0,0,3,-96480.0,-284926.0,-959262.0,,"-96480,-284926,-959262"
18,198418650246900,0.0091743,1,fixation_before,3,198418645985800,0,0,3,-94574.0,-285388.0,-958049.0,,"-94574,-285388,-958049"
19,198418650550800,0.0094782,1,fixation_before,3,198418645985800,0,0,3,-92867.0,-286791.0,-957267.0,,"-92867,-286791,-957267"
20,198418650825500,0.0097529,1,fixation_before,3,198418645985800,0,0,3,-94236.0,-287801.0,-958163.0,,"-94236,-287801,-958163"
21,198418651089100,0.0100165,1,fixation_before,3,198418645985800,0,0,3,-98668.0,-288477.0,-961279.0,,"-98668,-288477,-961279"
22,198418651360600,0.010288,1,fixation_before,3,198418645985800,0,0,3,-104256.0,-290669.0,-966156.0,,"-104256,-290669,-966156"
23,198418651632800,0.0105602,1,fixation_before,3,198418645985800,0,0,3,-109850.0,-291161.0,-970567.0,,"-109850,-291161,-970567"
24,198418651912200,0.0108396,1,fixation_before,3,198418645985800,0,0,3,-115505.0,-292026.0,-975340.0,,"-115505,-292026,-975340"
25,198418652186600,0.011114,1,fixation_before,3,198418645985800,0,0,3,-120195.0,-292777.0,-979081.0,,"-120195,-292777,-979081"
26,198418652463500,0.0113909,1,fixation_before,4,198418652255500,0,0,3,-124716.0,-292887.0,-982504.0,,"-124716,-292887,-982504"
27,198418652736400,0.0116638,1,fixation_before,4,198418652255500,0,0,3,-127464.0,-293298.0,-985226.0,,"-127464,-293298,-985226"
28,198418653013800,0.0119412,1,fixation_before,4,198418652255500,0,0,3,-128312.0,-293631.0,-985948.0,,"-128312,-293631,-985948"
29,198418653287500,0.0122149,1,fixation_before,4,198418652255500,0,0,3,-129047.0,-292142.0,-986198.0,,"-129047,-292142,-986198"
30,198418653561000,0.0124884,1,fixation_before,4,198418652255500,0,0,3,-127900.0,-291659.0,-985547.0,,"-127900,-291659,-985547"
31,198418653832700,0.0127601,1,fixation_before,4,198418652255500,0,0,3,-123933.0,-291322.0,-982654.0,,"-123933,-291322,-982654"
32,198418654104500,0.0130319,1,fixation_before,4,198418652255500,0,0,3,-118508.0,-289967.0,-978210.0,,"-118508,-289967,-978210"
33,198418654378100,0.0133055,1,fixation_before,4,198418652255500,0,0,3,-113203.0,-289648.0,-974173.0,,"-113203,-289648,-974173"
34,198418654655900,0.0135833,1,fixation_before,4,198418652255500,0,0,3,-108109.0,-288091.0,-969601.0,,"-108109,-288091,-969601"
35,198418654928100,0.0138555,1,fixation_before,4,198418652255500,0,0,3,-103849.0,-286739.0,-965936.0,,"-103849,-286739,-965936"
36,198418655188800,0.0141162,1,fixation_before,4,198418652255500,0,0,3,-99686.0,-286558.0,-962784.0,,"-99686,-286558,-962784"
37,198418655448800,0.0143762,1,fixation_before,4,198418652255500,0,0,3,-96301.0,-285686.0,-959656.0,,"-96301,-285686,-959656"
