event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,198449434420800,0.0
1,fixation_before_start,1,fixation_before,0,198449434479600,5.88e-05
2,fixation_before_end,1,fixation_before,600,198459362037900,9.9276171
3,stimulus_start,2,stimulus,600,198459362044900,9.9276241
4,stimulus_end,2,stimulus,900,198464361098700,14.9266779
5,fixation_after_start,3,fixation_after,900,198464361105800,14.926685
6,fixation_after_end,3,fixation_after,1500,198474359522200,24.9251014
7,experiment_end,8,finished,1500,198474359528400,24.9251076
