phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,15837,15.3067915,-100505.0
fixation_after,ch1,max,2,15857,15.326788,-100807.0
fixation_after,ch1,min,1,22847,22.3169962,-144847.0
fixation_after,ch1,min,2,22967,22.4369949,-144674.0
fixation_after,ch2,max,1,21116,20.5859441,-290709.0
fixation_after,ch2,max,2,19756,19.2259269,-290915.0
fixation_after,ch2,min,1,22846,22.3159815,-306290.0
fixation_after,ch2,min,2,22826,22.2959539,-306203.0
fixation_after,ch3,max,1,15837,15.3067915,-979471.0
fixation_after,ch3,max,2,15857,15.326788,-979497.0
fixation_after,ch3,min,1,22847,22.3169962,-1017292.0
fixation_after,ch3,min,2,22826,22.2959539,-1016667.0
fixation_before,ch1,max,1,1018,0.4874173,-92654.0
fixation_before,ch1,max,2,1318,0.7874204,-93101.0
fixation_before,ch1,min,1,1448,0.9174355,-141801.0
fixation_before,ch1,min,2,1388,0.8574432,-141440.0
fixation_before,ch2,max,1,1297,0.7664194,-287042.0
fixation_before,ch2,max,2,1197,0.6664291,-287184.0
fixation_before,ch2,min,1,9606,9.075702,-302389.0
fixation_before,ch2,min,2,9586,9.0556485,-302309.0
fixation_before,ch3,max,1,1018,0.4874173,-968088.0
fixation_before,ch3,max,2,1218,0.6874203,-968434.0
fixation_before,ch3,min,1,1168,0.6374349,-1011502.0
fixation_before,ch3,min,2,9708,9.1776429,-1010926.0
stimulus,ch1,max,1,12757,12.2267324,-99732.0
stimulus,ch1,max,2,13157,12.6267285,-99744.0
stimulus,ch1,min,1,12447,11.9167263,-139739.0
stimulus,ch1,min,2,12347,11.8167234,-139329.0
stimulus,ch2,max,1,13036,12.5057566,-290462.0
stimulus,ch2,max,2,12876,12.3457254,-290915.0
stimulus,ch2,min,1,12926,12.3957518,-303737.0
stimulus,ch2,min,2,11606,11.0756725,-303535.0
stimulus,ch3,max,1,13117,12.5867392,-979369.0
stimulus,ch3,max,2,12757,12.2267324,-979387.0
stimulus,ch3,min,1,12926,12.3957518,-1012749.0
stimulus,ch3,min,2,13327,12.7967501,-1012576.0
