phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,23892,23.3380789,174967.0
fixation_after,ch1,max,2,23512,22.9580737,174626.0
fixation_after,ch1,min,1,15501,14.9468662,148869.0
fixation_after,ch1,min,2,15601,15.0468652,148990.0
fixation_after,ch2,max,1,15603,15.048859,-1705307.0
fixation_after,ch2,max,2,16483,15.9288577,-1705746.0
fixation_after,ch2,min,1,24854,24.3000964,-1724417.0
fixation_after,ch2,min,2,25114,24.5601058,-1724400.0
fixation_after,ch3,max,1,16311,15.7568904,-605178.0
fixation_after,ch3,max,2,16371,15.8168983,-605396.0
fixation_after,ch3,min,1,15981,15.4268718,-618221.0
fixation_after,ch3,min,2,15861,15.3068921,-618038.0
fixation_before,ch1,max,1,1452,0.8975146,175177.0
fixation_before,ch1,max,2,1692,1.1375305,175061.0
fixation_before,ch1,min,1,1422,0.8675004,148678.0
fixation_before,ch1,min,2,6941,6.3866572,148891.0
fixation_before,ch2,max,1,1384,0.8295135,-1701207.0
fixation_before,ch2,max,2,1284,0.7295038,-1701472.0
fixation_before,ch2,min,1,9272,8.7177061,-1721149.0
fixation_before,ch2,min,2,5673,5.1186033,-1720940.0
fixation_before,ch3,max,1,5051,4.4966063,-605911.0
fixation_before,ch3,max,2,4971,4.4166062,-606164.0
fixation_before,ch3,min,1,7521,6.9666614,-618504.0
fixation_before,ch3,min,2,7081,6.526655,-618493.0
stimulus,ch1,max,1,15211,14.6568263,174070.0
stimulus,ch1,max,2,15331,14.7768664,173959.0
stimulus,ch1,min,1,14701,14.1468374,148893.0
stimulus,ch1,min,2,15341,14.7868638,148954.0
stimulus,ch2,max,1,12422,11.8677851,-1704040.0
stimulus,ch2,max,2,12523,11.9687928,-1704227.0
stimulus,ch2,min,1,15092,14.5378363,-1721102.0
stimulus,ch2,min,2,13692,13.1378195,-1721098.0
stimulus,ch3,max,1,15251,14.6968681,-606334.0
stimulus,ch3,max,2,10950,10.3957382,-606478.0
stimulus,ch3,min,1,15461,14.9068708,-617952.0
stimulus,ch3,min,2,15221,14.6668745,-617802.0
