sample_index,pc_time_ns,experiment_time_s,phase_code,phase_name,frame_index,frame_time_ns,stimulus_active,stimulus_on_mask,serial_channel_count,ch1,ch2,ch3,parse_error,raw_line
0,197598536610300,0.0103545,1,fixation_before,3,197598530678800,0,0,3,174348.0,-1677362.0,-553359.0,,"174348,-1677362,-553359"
1,197598536925500,0.0106697,1,fixation_before,3,197598530678800,0,0,3,174499.0,-1679892.0,-555048.0,,"174499,-1679892,-555048"
2,197598537233000,0.0109772,1,fixation_before,3,197598530678800,0,0,3,173879.0,-1682061.0,-556614.0,,"173879,-1682061,-556614"
3,197598537506000,0.0112502,1,fixation_before,3,197598530678800,0,0,3,178328.0,-1678350.0,-552489.0,,"178328,-1678350,-552489"
4,197598537776300,0.0115205,1,fixation_before,3,197598530678800,0,0,3,173911.0,-1685424.0,-558766.0,,"173911,-1685424,-558766"
5,197598538049600,0.0117938,1,fixation_before,3,197598530678800,0,0,3,169563.0,-1688661.0,-562422.0,,"169563,-1688661,-562422"
6,197598538320100,0.0120643,1,fixation_before,3,197598530678800,0,0,3,169242.0,-1685325.0,-560232.0,,"169242,-1685325,-560232"
7,197598538591000,0.0123352,1,fixation_before,3,197598530678800,0,0,3,166051.0,-1685363.0,-561523.0,,"166051,-1685363,-561523"
8,197598538865000,0.0126092,1,fixation_before,3,197598530678800,0,0,3,162553.0,-1684380.0,-562219.0,,"162553,-1684380,-562219"
9,197598539137100,0.0128813,1,fixation_before,3,197598530678800,0,0,3,164150.0,-1678493.0,-558107.0,,"164150,-1678493,-558107"
10,197598539408900,0.0131531,1,fixation_before,3,197598530678800,0,0,3,159766.0,-1680606.0,-561439.0,,"159766,-1680606,-561439"
11,197598539677900,0.0134221,1,fixation_before,3,197598530678800,0,0,3,159556.0,-1677376.0,-559554.0,,"159556,-1677376,-559554"
12,197598539957500,0.0137017,1,fixation_before,3,197598530678800,0,0,3,163275.0,-1672075.0,-554866.0,,"163275,-1672075,-554866"
13,197598540228900,0.0139731,1,fixation_before,4,197598539887900,0,0,3,156884.0,-1679899.0,-562190.0,,"156884,-1679899,-562190"
14,197598540499200,0.0142434,1,fixation_before,4,197598539887900,0,0,3,160950.0,-1674177.0,-556579.0,,"160950,-1674177,-556579"
15,197598540771800,0.014516,1,fixation_before,4,197598539887900,0,0,3,164994.0,-1671054.0,-553030.0,,"164994,-1671054,-553030"
16,197598541044300,0.0147885,1,fixation_before,4,197598539887900,0,0,3,166748.0,-1672392.0,-553444.0,,"166748,-1672392,-553444"
17,197598541316100,0.0150603,1,fixation_before,4,197598539887900,0,0,3,168367.0,-1674392.0,-554364.0,,"168367,-1674392,-554364"
18,197598541593300,0.0153375,1,fixation_before,4,197598539887900,0,0,3,170596.0,-1676067.0,-554789.0,,"170596,-1676067,-554789"
19,197598541869700,0.0156139,1,fixation_before,4,197598539887900,0,0,3,170308.0,-1678936.0,-556825.0,,"170308,-1678936,-556825"
20,197598542140400,0.0158846,1,fixation_before,4,197598539887900,0,0,3,174154.0,-1676529.0,-553950.0,,"174154,-1676529,-553950"
21,197598542411800,0.016156,1,fixation_before,4,197598539887900,0,0,3,174674.0,-1679133.0,-555317.0,,"174674,-1679133,-555317"
22,197598542684100,0.0164283,1,fixation_before,4,197598539887900,0,0,3,173578.0,-1682419.0,-557196.0,,"173578,-1682419,-557196"
23,197598542991100,0.0167353,1,fixation_before,4,197598539887900,0,0,3,178549.0,-1678106.0,-552222.0,,"178549,-1678106,-552222"
24,197598543273900,0.0170181,1,fixation_before,4,197598539887900,0,0,3,173410.0,-1685597.0,-559050.0,,"173410,-1685597,-559050"
25,197598543546500,0.0172907,1,fixation_before,4,197598539887900,0,0,3,169084.0,-1688635.0,-562577.0,,"169084,-1688635,-562577"
26,197598543822600,0.0175668,1,fixation_before,4,197598539887900,0,0,3,168780.0,-1684972.0,-560414.0,,"168780,-1684972,-560414"
27,197598544116500,0.0178607,1,fixation_before,4,197598539887900,0,0,3,165527.0,-1685085.0,-561679.0,,"165527,-1685085,-561679"
28,197598544387800,0.018132,1,fixation_before,4,197598539887900,0,0,3,162284.0,-1684328.0,-562087.0,,"162284,-1684328,-562087"
29,197598544662900,0.0184071,1,fixation_before,4,197598539887900,0,0,3,163829.0,-1678968.0,-557908.0,,"163829,-1678968,-557908"
30,197598544934500,0.0186787,1,fixation_before,4,197598539887900,0,0,3,159294.0,-1681522.0,-561259.0,,"159294,-1681522,-561259"
31,197598545204400,0.0189486,1,fixation_before,4,197598539887900,0,0,3,159393.0,-1678228.0,-559154.0,,"159393,-1678228,-559154"
32,197598545473000,0.0192172,1,fixation_before,4,197598539887900,0,0,3,163268.0,-1672864.0,-554486.0,,"163268,-1672864,-554486"
33,197598545742100,0.0194863,1,fixation_before,4,197598539887900,0,0,3,156818.0,-1680366.0,-562079.0,,"156818,-1680366,-562079"
34,197598546011400,0.0197556,1,fixation_before,4,197598539887900,0,0,3,161016.0,-1673951.0,-556591.0,,"161016,-1673951,-556591"
35,197598546280300,0.0200245,1,fixation_before,4,197598539887900,0,0,3,165084.0,-1670497.0,-553201.0,,"165084,-1670497,-553201"
36,197598546552200,0.0202964,1,fixation_before,4,197598539887900,0,0,3,166756.0,-1672161.0,-553783.0,,"166756,-1672161,-553783"
37,197598546826400,0.0205706,1,fixation_before,4,197598539887900,0,0,3,168298.0,-1674362.0,-554519.0,,"168298,-1674362,-554519"
38,197598547094400,0.0208386,1,fixation_before,4,197598539887900,0,0,3,170268.0,-1676409.0,-555051.0,,"170268,-1676409,-555051"
39,197598547363200,0.0211074,1,fixation_before,4,197598539887900,0,0,3,170359.0,-1679297.0,-556601.0,,"170359,-1679297,-556601"
40,197598547632300,0.0213765,1,fixation_before,4,197598539887900,0,0,3,174527.0,-1677052.0,-553399.0,,"174527,-1677052,-553399"
41,197598547903300,0.0216475,1,fixation_before,4,197598539887900,0,0,3,174579.0,-1679973.0,-555156.0,,"174579,-1679973,-555156"
42,197598548178100,0.0219223,1,fixation_before,4,197598539887900,0,0,3,173422.0,-1682782.0,-557175.0,,"173422,-1682782,-557175"
43,197598548451300,0.0221955,1,fixation_before,4,197598539887900,0,0,3,178442.0,-1678114.0,-552249.0,,"178442,-1678114,-552249"
44,197598548721300,0.0224655,1,fixation_before,4,197598539887900,0,0,3,173179.0,-1685593.0,-559178.0,,"173179,-1685593,-559178"
45,197598549002600,0.0227468,1,fixation_before,4,197598539887900,0,0,3,168828.0,-1688615.0,-562678.0,,"168828,-1688615,-562678"
46,197598549274200,0.0230184,1,fixation_before,4,197598539887900,0,0,3,168564.0,-1685090.0,-560521.0,,"168564,-1685090,-560521"
