phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,20296,19.7831824,177913.0
fixation_after,ch1,max,2,20736,20.2232109,177857.0
fixation_after,ch1,min,1,17507,16.9941215,151549.0
fixation_after,ch1,min,2,17307,16.7941444,151874.0
fixation_after,ch2,max,1,15650,15.1370758,-1675279.0
fixation_after,ch2,max,2,15690,15.1770822,-1675676.0
fixation_after,ch2,min,1,25097,24.5843097,-1698717.0
fixation_after,ch2,min,2,25157,24.6443172,-1698331.0
fixation_after,ch3,max,1,16497,15.984106,-549848.0
fixation_after,ch3,max,2,16677,16.1641088,-549863.0
fixation_after,ch3,min,1,23000,22.4872604,-569068.0
fixation_after,ch3,min,2,23300,22.787268,-568938.0
fixation_before,ch1,max,1,383,0.1152753,179693.0
fixation_before,ch1,max,2,603,0.1755276,179317.0
fixation_before,ch1,min,1,7250,6.736877,148405.0
fixation_before,ch1,min,2,7230,6.7168777,148606.0
fixation_before,ch2,max,1,6332,5.8188459,-1668231.0
fixation_before,ch2,max,2,6472,5.9588478,-1668381.0
fixation_before,ch2,min,1,1564,1.0507168,-1693577.0
fixation_before,ch2,min,2,3803,3.289768,-1693517.0
fixation_before,ch3,max,1,8972,8.4588993,-534932.0
fixation_before,ch3,max,2,9052,8.5389023,-535074.0
fixation_before,ch3,min,1,4625,4.1117953,-567212.0
fixation_before,ch3,min,2,4885,4.3717967,-566726.0
stimulus,ch1,max,1,13238,12.7250013,176963.0
stimulus,ch1,max,2,13538,13.0250273,176946.0
stimulus,ch1,min,1,10909,10.395949,150558.0
stimulus,ch1,min,2,10549,10.0359188,150733.0
stimulus,ch2,max,1,10471,9.9579515,-1673661.0
stimulus,ch2,max,2,10531,10.017967,-1674127.0
stimulus,ch2,min,1,14900,14.387052,-1695553.0
stimulus,ch2,min,2,14400,13.8870595,-1695355.0
stimulus,ch3,max,1,10479,9.9659504,-542349.0
stimulus,ch3,max,2,10519,10.00595,-542411.0
stimulus,ch3,min,1,14962,14.4490537,-564737.0
stimulus,ch3,min,2,15302,14.7890596,-564706.0
