phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,17744,17.2160149,178606.0
fixation_after,ch1,max,2,17984,17.4560224,178549.0
fixation_after,ch1,min,1,22933,22.4051496,153622.0
fixation_after,ch1,min,2,22893,22.3651471,153874.0
fixation_after,ch2,max,1,15557,15.0289693,-1673311.0
fixation_after,ch2,max,2,15657,15.1289675,-1673339.0
fixation_after,ch2,min,1,21585,21.0570988,-1695516.0
fixation_after,ch2,min,2,21525,20.9971114,-1695248.0
fixation_after,ch3,max,1,15717,15.1889665,-550137.0
fixation_after,ch3,max,2,15497,14.9689374,-550154.0
fixation_after,ch3,min,1,25386,24.8581661,-565311.0
fixation_after,ch3,min,2,22807,22.2791453,-565237.0
fixation_before,ch1,max,1,503,0.1466776,181643.0
fixation_before,ch1,max,2,623,0.1791731,181319.0
fixation_before,ch1,min,1,53,0.0252868,155018.0
fixation_before,ch1,min,2,8415,7.8867855,155351.0
fixation_before,ch2,max,1,54,0.0255522,-1670209.0
fixation_before,ch2,max,2,34,0.0201694,-1670234.0
fixation_before,ch2,min,1,2225,1.6966016,-1693651.0
fixation_before,ch2,min,2,2245,1.7166264,-1693520.0
fixation_before,ch3,max,1,1376,0.8475985,-546026.0
fixation_before,ch3,max,2,803,0.2745769,-546186.0
fixation_before,ch3,min,1,5649,5.120704,-562102.0
fixation_before,ch3,min,2,6149,5.6207159,-561632.0
stimulus,ch1,max,1,12705,12.1768896,180183.0
stimulus,ch1,max,2,12685,12.1568828,179821.0
stimulus,ch1,min,1,13715,13.1869269,154606.0
stimulus,ch1,min,2,12875,12.3468787,154856.0
stimulus,ch2,max,1,12937,12.4088846,-1671867.0
stimulus,ch2,max,2,12957,12.4289323,-1671921.0
stimulus,ch2,min,1,11927,11.3988295,-1693709.0
stimulus,ch2,min,2,11827,11.2988672,-1693705.0
stimulus,ch3,max,1,12685,12.1568828,-548346.0
stimulus,ch3,max,2,13557,13.0289204,-548399.0
stimulus,ch3,min,1,15209,14.6809358,-564423.0
stimulus,ch3,min,2,14809,14.2809389,-564074.0
