event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,196502574726400,0.0
1,fixation_before_start,1,fixation_before,0,196502574787500,6.11e-05
2,fixation_before_end,1,fixation_before,600,196512505370300,9.9306439
3,stimulus_start,2,stimulus,600,196512505377700,9.9306513
4,stimulus_end,2,stimulus,900,196517504341400,14.929615
5,fixation_after_start,3,fixation_after,900,196517504348900,14.9296225
6,fixation_after_end,3,fixation_after,1500,196527502776500,24.9280501
7,experiment_end,8,finished,1500,196527502783300,24.9280569
