phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,15912,15.3441621,279026.0
fixation_after,ch1,max,2,20214,19.6462973,277901.0
fixation_after,ch1,min,1,24807,24.2394152,253206.0
fixation_after,ch1,min,2,24707,24.1394088,253423.0
fixation_after,ch2,max,1,15912,15.3441621,-418547.0
fixation_after,ch2,max,2,15552,14.9841558,-419658.0
fixation_after,ch2,min,1,25393,24.8254141,-441097.0
fixation_after,ch2,min,2,25453,24.88541,-440946.0
fixation_after,ch3,max,1,15912,15.3441621,255901.0
fixation_after,ch3,max,2,15692,15.1241159,254713.0
fixation_after,ch3,min,1,24727,24.1594088,231633.0
fixation_after,ch3,min,2,24807,24.2394152,231641.0
fixation_before,ch1,max,1,9811,9.2430456,278737.0
fixation_before,ch1,max,2,9831,9.2630465,278508.0
fixation_before,ch1,min,1,1842,1.2738558,251825.0
fixation_before,ch1,min,2,1862,1.2938494,252293.0
fixation_before,ch2,max,1,412,0.1086207,-398529.0
fixation_before,ch2,max,2,458,0.120491,-398970.0
fixation_before,ch2,min,1,9366,8.7980463,-421880.0
fixation_before,ch2,min,2,9347,8.7790445,-421239.0
fixation_before,ch3,max,1,1612,1.0438626,261528.0
fixation_before,ch3,max,2,1632,1.0638567,261319.0
fixation_before,ch3,min,1,9301,8.7330203,238484.0
fixation_before,ch3,min,2,10501,9.9330472,238696.0
idle,ch1,max,1,1,0.001185,257119.0
idle,ch1,min,1,3,0.0017776,254723.0
idle,ch2,max,1,1,0.001185,-406112.0
idle,ch2,max,2,4,0.002038,-407242.0
idle,ch2,min,1,3,0.0017776,-410151.0
idle,ch3,max,1,1,0.001185,245622.0
idle,ch3,max,2,4,0.002038,245518.0
idle,ch3,min,1,3,0.0017776,242381.0
stimulus,ch1,max,1,10951,10.3830778,278409.0
stimulus,ch1,max,2,10791,10.2231269,278324.0
stimulus,ch1,min,1,15222,14.6541749,253868.0
stimulus,ch1,min,2,14902,14.3341516,254035.0
stimulus,ch2,max,1,10551,9.9830589,-411689.0
stimulus,ch2,max,2,10557,9.9890457,-411714.0
stimulus,ch2,min,1,14087,13.5191524,-429714.0
stimulus,ch2,min,2,14787,14.2191501,-429636.0
stimulus,ch3,max,1,10571,10.0030541,257011.0
stimulus,ch3,max,2,10851,10.2830677,257003.0
stimulus,ch3,min,1,15302,14.7341671,235024.0
stimulus,ch3,min,2,15482,14.9141875,235398.0
