event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,196376967694300,0.0
1,fixation_before_start,1,fixation_before,0,196376967762700,6.84e-05
2,fixation_before_end,1,fixation_before,600,196386893058400,9.9253641
3,stimulus_start,2,stimulus,600,196386893065100,9.9253708
4,stimulus_end,2,stimulus,900,196391892188100,14.9244938
5,fixation_after_start,3,fixation_after,900,196391892195800,14.9245015
6,fixation_after_end,3,fixation_after,1500,196401890488600,24.9227943
7,experiment_end,8,finished,1500,196401890496100,24.9228018
