phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,17096,16.5446374,315169.0
fixation_after,ch1,max,2,16196,15.6446058,315133.0
fixation_after,ch1,min,1,25425,24.8738345,287256.0
fixation_after,ch1,min,2,25205,24.6538113,287796.0
fixation_after,ch2,max,1,15708,15.1565777,-1495356.0
fixation_after,ch2,max,2,15728,15.1765791,-1495409.0
fixation_after,ch2,min,1,24997,24.4458071,-1521081.0
fixation_after,ch2,min,2,25177,24.6257918,-1521072.0
fixation_after,ch3,max,1,17028,16.4766056,-268994.0
fixation_after,ch3,max,2,16748,16.1966047,-269067.0
fixation_after,ch3,min,1,24260,23.7088087,-285479.0
fixation_after,ch3,min,2,25285,24.7338358,-285256.0
fixation_before,ch1,max,1,178,0.0593044,331354.0
fixation_before,ch1,max,2,58,0.0267651,330933.0
fixation_before,ch1,min,1,8107,7.5553989,302260.0
fixation_before,ch1,min,2,10226,9.6744598,302569.0
fixation_before,ch2,max,1,110,0.0406787,-1476879.0
fixation_before,ch2,max,2,30,0.0192653,-1477078.0
fixation_before,ch2,min,1,10218,9.666446,-1511354.0
fixation_before,ch2,min,2,10478,9.926457,-1511245.0
fixation_before,ch3,max,1,30,0.0192653,-258431.0
fixation_before,ch3,max,2,750,0.2125574,-258986.0
fixation_before,ch3,min,1,10258,9.7064471,-277898.0
fixation_before,ch3,min,2,10378,9.8264523,-277724.0
stimulus,ch1,max,1,10776,10.2244191,323690.0
stimulus,ch1,max,2,10816,10.264453,323256.0
stimulus,ch1,min,1,12686,12.1344687,293166.0
stimulus,ch1,min,2,13086,12.5345307,293236.0
stimulus,ch2,max,1,11328,10.7764969,-1485930.0
stimulus,ch2,max,2,11528,10.9764745,-1486283.0
stimulus,ch2,min,1,15478,14.9265908,-1514374.0
stimulus,ch2,min,2,15398,14.8465756,-1514229.0
stimulus,ch3,max,1,11708,11.1565018,-265517.0
stimulus,ch3,max,2,11608,11.0564753,-265590.0
stimulus,ch3,min,1,15378,14.8266251,-280439.0
stimulus,ch3,min,2,15078,14.5266383,-280128.0
