phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,22569,22.0653742,176156.0
fixation_after,ch1,max,2,15829,15.3251303,176120.0
fixation_after,ch1,min,1,22839,22.3353826,150234.0
fixation_after,ch1,min,2,22859,22.3553777,150708.0
fixation_after,ch2,max,1,18802,18.2982729,-1707196.0
fixation_after,ch2,max,2,19542,19.0383081,-1707529.0
fixation_after,ch2,min,1,24090,23.58642,-1725141.0
fixation_after,ch2,min,2,23310,22.8063756,-1725077.0
fixation_after,ch3,max,1,15489,14.9852131,-607830.0
fixation_after,ch3,max,2,15829,15.3251303,-608266.0
fixation_after,ch3,min,1,24538,24.0343874,-622461.0
fixation_after,ch3,min,2,24438,23.9343992,-622243.0
fixation_before,ch1,max,1,1948,1.4438602,176194.0
fixation_before,ch1,max,2,2868,2.363857,176103.0
fixation_before,ch1,min,1,1698,1.1938357,149814.0
fixation_before,ch1,min,2,1198,0.693832,149961.0
fixation_before,ch2,max,1,419,0.1239841,-1706564.0
fixation_before,ch2,max,2,3217,2.7128966,-1707234.0
fixation_before,ch2,min,1,429,0.1266899,-1726292.0
fixation_before,ch2,min,2,1530,1.025829,-1725337.0
fixation_before,ch3,max,1,2488,1.9838656,-607030.0
fixation_before,ch3,max,2,1788,1.2838349,-607041.0
fixation_before,ch3,min,1,9273,8.7690565,-619660.0
fixation_before,ch3,min,2,8513,8.0090123,-619573.0
stimulus,ch1,max,1,13529,13.0251436,177893.0
stimulus,ch1,max,2,13489,12.9851469,176986.0
stimulus,ch1,min,1,13519,13.0151434,149138.0
stimulus,ch1,min,2,12639,12.1351086,150819.0
stimulus,ch2,max,1,14878,14.3740623,-1707654.0
stimulus,ch2,max,2,14881,14.3771354,-1707729.0
stimulus,ch2,min,1,13530,13.026145,-1725745.0
stimulus,ch2,min,2,10630,10.1260755,-1724108.0
stimulus,ch3,max,1,13529,13.0251436,-606104.0
stimulus,ch3,max,2,14589,14.0851666,-607270.0
stimulus,ch3,min,1,13519,13.0151434,-623984.0
stimulus,ch3,min,2,13119,12.6151333,-621579.0
