phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,24257,23.7370895,174791.0
fixation_after,ch1,max,2,23278,22.7580742,174569.0
fixation_after,ch1,min,1,22329,21.8090462,149038.0
fixation_after,ch1,min,2,21170,20.6500063,149093.0
fixation_after,ch2,max,1,22531,22.0110344,-1690049.0
fixation_after,ch2,max,2,15737,15.2168782,-1690093.0
fixation_after,ch2,min,1,24538,24.0180871,-1710449.0
fixation_after,ch2,min,2,23619,23.0990633,-1710421.0
fixation_after,ch3,max,1,16084,15.5638688,-576331.0
fixation_after,ch3,max,2,15924,15.4038761,-576399.0
fixation_after,ch3,min,1,24681,24.1611089,-593171.0
fixation_after,ch3,min,2,24881,24.3611208,-592952.0
fixation_before,ch1,max,1,257,0.080629,176498.0
fixation_before,ch1,max,2,438,0.1296026,175255.0
fixation_before,ch1,min,1,8101,7.5806691,149791.0
fixation_before,ch1,min,2,3265,2.7446112,150009.0
fixation_before,ch2,max,1,390,0.1166461,-1687086.0
fixation_before,ch2,max,2,190,0.0625795,-1687131.0
fixation_before,ch2,min,1,10131,9.6107239,-1709851.0
fixation_before,ch2,min,2,9172,8.6516975,-1709830.0
fixation_before,ch3,max,1,257,0.080629,-572631.0
fixation_before,ch3,max,2,437,0.1293162,-573890.0
fixation_before,ch3,min,1,8735,8.2146987,-588330.0
fixation_before,ch3,min,2,9654,9.1337149,-588142.0
stimulus,ch1,max,1,14745,14.2248514,174410.0
stimulus,ch1,max,2,11328,10.8077695,174159.0
stimulus,ch1,min,1,13896,13.3758292,149251.0
stimulus,ch1,min,2,13616,13.0958278,149395.0
stimulus,ch2,max,1,14458,13.9378301,-1689307.0
stimulus,ch2,max,2,13179,12.658802,-1689654.0
stimulus,ch2,min,1,11270,10.7497468,-1709997.0
stimulus,ch2,min,2,11070,10.5497439,-1709829.0
stimulus,ch3,max,1,11548,11.0277766,-574990.0
stimulus,ch3,max,2,11448,10.9277875,-575089.0
stimulus,ch3,min,1,15409,14.8888955,-589982.0
stimulus,ch3,min,2,15429,14.9088823,-589809.0
