event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,197722440594800,0.0
1,fixation_before_start,1,fixation_before,0,197722440654300,5.95e-05
2,fixation_before_end,1,fixation_before,600,197732367332300,9.9267375
3,stimulus_start,2,stimulus,600,197732367338600,9.9267438
4,stimulus_end,2,stimulus,900,197737366532500,14.9259377
5,fixation_after_start,3,fixation_after,900,197737366539400,14.9259446
6,fixation_after_end,3,fixation_after,1500,197747364787400,24.9241926
7,experiment_end,8,finished,1500,197747364795100,24.9242003
