phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,14790,13.0287577,1209009.0
fixation_after,ch1,max,2,14810,13.0488435,1208494.0
fixation_after,ch1,min,1,24740,22.97891,914544.0
fixation_after,ch1,min,2,24720,22.9588403,915089.0
fixation_after,ch2,max,1,24752,22.9908523,2498683.0
fixation_after,ch2,max,2,24732,22.9709788,2497906.0
fixation_after,ch2,min,1,14779,13.0178836,2130836.0
fixation_after,ch2,min,2,14799,13.0376925,2131477.0
fixation_after,ch3,max,1,14790,13.0287577,697147.0
fixation_after,ch3,max,2,14810,13.0488435,696133.0
fixation_after,ch3,min,1,24700,22.9388396,174203.0
fixation_after,ch3,min,2,24680,22.9190733,175298.0
fixation_before,ch1,max,1,26,0.0178673,1660945.0
fixation_before,ch1,max,2,46,0.0333422,1660149.0
fixation_before,ch1,min,1,11758,9.996979,1291803.0
fixation_before,ch1,min,2,11738,9.9768175,1292389.0
fixation_before,ch2,max,1,11769,10.0079239,2031814.0
fixation_before,ch2,max,2,11749,9.9878573,2031143.0
fixation_before,ch2,min,1,15,0.0089191,1671139.0
fixation_before,ch2,min,2,35,0.0265145,1671527.0
fixation_before,ch3,max,1,26,0.0178673,1445174.0
fixation_before,ch3,max,2,46,0.0333422,1443968.0
fixation_before,ch3,min,1,11758,9.996979,846629.0
fixation_before,ch3,min,2,11739,9.9781239,847632.0
idle,ch1,max,1,6,0.0041523,1661814.0
idle,ch2,max,1,7,0.0046939,1674549.0
idle,ch3,max,1,6,0.0041523,1446438.0
stimulus,ch1,max,1,11789,10.0280797,1295529.0
stimulus,ch1,max,2,11809,10.0480232,1294984.0
stimulus,ch1,min,1,14759,12.9979522,1205130.0
stimulus,ch1,min,2,14739,12.9782788,1205716.0
stimulus,ch2,max,1,14770,13.0086896,2133699.0
stimulus,ch2,max,2,14750,12.9886829,2133016.0
stimulus,ch2,min,1,11777,10.0159529,2028948.0
stimulus,ch2,min,2,11798,10.0370024,2029736.0
stimulus,ch3,max,1,11789,10.0280797,847931.0
stimulus,ch3,max,2,11808,10.0470028,846921.0
stimulus,ch3,min,1,14759,12.9979522,695744.0
stimulus,ch3,min,2,14739,12.9782788,696813.0
