phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,15606,15.0893235,170465.0
fixation_after,ch1,max,2,18889,18.3723913,170291.0
fixation_after,ch1,min,1,21822,21.305463,146943.0
fixation_after,ch1,min,2,20981,20.4644383,147124.0
fixation_after,ch2,max,1,21583,21.0664489,-1696304.0
fixation_after,ch2,max,2,21323,20.8064434,-1696313.0
fixation_after,ch2,min,1,19271,18.7543857,-1715639.0
fixation_after,ch2,min,2,19631,19.11439,-1715382.0
fixation_after,ch3,max,1,21451,20.9344411,-585871.0
fixation_after,ch3,max,2,21551,21.0344509,-585887.0
fixation_after,ch3,min,1,25365,24.8485479,-598457.0
fixation_after,ch3,min,2,25185,24.6685435,-598257.0
fixation_before,ch1,max,1,438,0.1308448,170546.0
fixation_before,ch1,max,2,3059,2.5419926,170143.0
fixation_before,ch1,min,1,1869,1.3519467,144555.0
fixation_before,ch1,min,2,1649,1.1319461,144579.0
fixation_before,ch2,max,1,450,0.1341676,-1693838.0
fixation_before,ch2,max,2,190,0.0626563,-1694545.0
fixation_before,ch2,min,1,10344,9.8271535,-1714471.0
fixation_before,ch2,min,2,8923,8.4061273,-1714427.0
fixation_before,ch3,max,1,438,0.1308448,-578127.0
fixation_before,ch3,max,2,398,0.1198722,-580702.0
fixation_before,ch3,min,1,9972,9.4551566,-594277.0
fixation_before,ch3,min,2,9246,8.7291095,-594256.0
stimulus,ch1,max,1,14485,13.9682916,170291.0
stimulus,ch1,max,2,14285,13.7682578,170136.0
stimulus,ch1,min,1,11253,10.7361899,147169.0
stimulus,ch1,min,2,11533,11.0162191,147230.0
stimulus,ch2,max,1,14817,14.3002959,-1697399.0
stimulus,ch2,max,2,11995,11.4782043,-1697532.0
stimulus,ch2,min,1,13466,12.9492621,-1714920.0
stimulus,ch2,min,2,13566,13.0492788,-1714870.0
stimulus,ch3,max,1,10542,10.0251824,-585089.0
stimulus,ch3,max,2,10522,10.0051503,-585262.0
stimulus,ch3,min,1,15456,14.9392903,-595852.0
stimulus,ch3,min,2,15376,14.8592838,-595419.0
