phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,16047,15.5218433,175024.0
fixation_after,ch1,max,2,17884,17.3589032,174838.0
fixation_after,ch1,min,1,19891,19.3659495,150293.0
fixation_after,ch1,min,2,19232,18.7069218,150307.0
fixation_after,ch2,max,1,15640,15.1148432,-1686951.0
fixation_after,ch2,max,2,15500,14.9748133,-1687169.0
fixation_after,ch2,min,1,24756,24.2310494,-1710474.0
fixation_after,ch2,min,2,25375,24.8500723,-1710304.0
fixation_after,ch3,max,1,15560,15.0348192,-574789.0
fixation_after,ch3,max,2,16067,15.5418759,-575104.0
fixation_after,ch3,min,1,23600,23.0750294,-589918.0
fixation_after,ch3,min,2,22941,22.4160265,-589828.0
fixation_before,ch1,max,1,9857,9.3316994,175990.0
fixation_before,ch1,max,2,9737,9.211688,175822.0
fixation_before,ch1,min,1,2079,1.5534804,151201.0
fixation_before,ch1,min,2,1300,0.7744547,151208.0
fixation_before,ch2,max,1,1282,0.7564594,-1683479.0
fixation_before,ch2,max,2,1222,0.6964584,-1683502.0
fixation_before,ch2,min,1,9479,8.9536632,-1707318.0
fixation_before,ch2,min,2,9539,9.0136615,-1707043.0
fixation_before,ch3,max,1,4,0.0115532,-572920.0
fixation_before,ch3,max,2,6,0.0121073,-572956.0
fixation_before,ch3,min,1,10021,9.4956919,-587074.0
fixation_before,ch3,min,2,9522,8.9966961,-586779.0
stimulus,ch1,max,1,11135,10.6097141,175562.0
stimulus,ch1,max,2,10895,10.3697184,175544.0
stimulus,ch1,min,1,14220,13.6948033,150856.0
stimulus,ch1,min,2,15398,14.8728238,151316.0
stimulus,ch2,max,1,12984,12.4587694,-1685623.0
stimulus,ch2,max,2,13563,13.0377707,-1685679.0
stimulus,ch2,min,1,12075,11.5497399,-1707756.0
stimulus,ch2,min,2,12095,11.5697386,-1707658.0
stimulus,ch3,max,1,11554,11.0287167,-574331.0
stimulus,ch3,max,2,11634,11.1087451,-574616.0
stimulus,ch3,min,1,14414,13.8887966,-588709.0
stimulus,ch3,min,2,14514,13.9888042,-588522.0
