phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,23596,23.0484978,183814.0
fixation_after,ch1,max,2,20576,20.0284462,181214.0
fixation_after,ch1,min,1,23586,23.0385185,155162.0
fixation_after,ch1,min,2,19546,18.998422,156790.0
fixation_after,ch2,max,1,24329,23.7815368,-1668128.0
fixation_after,ch2,max,2,24149,23.6015236,-1668734.0
fixation_after,ch2,min,1,18817,18.2693939,-1691951.0
fixation_after,ch2,min,2,18497,17.9493989,-1691580.0
fixation_after,ch3,max,1,23596,23.0484978,-539934.0
fixation_after,ch3,max,2,15668,15.1203091,-541222.0
fixation_after,ch3,min,1,23586,23.0385185,-559130.0
fixation_after,ch3,min,2,18020,17.4723818,-557191.0
fixation_before,ch1,max,1,8092,7.5441371,182520.0
fixation_before,ch1,max,2,7912,7.3641091,182475.0
fixation_before,ch1,min,1,399,0.120091,155510.0
fixation_before,ch1,min,2,3720,3.1720034,156298.0
fixation_before,ch2,max,1,10226,9.6781887,-1669552.0
fixation_before,ch2,max,2,10306,9.7581874,-1669914.0
fixation_before,ch2,min,1,3091,2.5430054,-1692838.0
fixation_before,ch2,min,2,2572,2.0239745,-1692682.0
fixation_before,ch3,max,1,5851,5.3030616,-537690.0
fixation_before,ch3,max,2,3550,3.0020029,-537803.0
fixation_before,ch3,min,1,2094,1.5459865,-554097.0
fixation_before,ch3,min,2,7216,6.6681093,-553846.0
stimulus,ch1,max,1,11674,11.126209,182235.0
stimulus,ch1,max,2,11634,11.0862128,182164.0
stimulus,ch1,min,1,11344,10.7962126,156674.0
stimulus,ch1,min,2,11244,10.6962127,156738.0
stimulus,ch2,max,1,10606,10.0581958,-1669804.0
stimulus,ch2,max,2,10626,10.0781978,-1669929.0
stimulus,ch2,min,1,15457,14.9093189,-1691139.0
stimulus,ch2,min,2,14617,14.06929,-1690796.0
stimulus,ch3,max,1,11714,11.1662143,-538982.0
stimulus,ch3,max,2,11574,11.0262166,-538991.0
stimulus,ch3,min,1,15440,14.8923029,-554851.0
stimulus,ch3,min,2,15320,14.7723137,-554610.0
