event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,197539487521700,0.0
1,fixation_before_start,1,fixation_before,0,197539487590700,6.9e-05
2,fixation_before_end,1,fixation_before,600,197549414688200,9.9271665
3,stimulus_start,2,stimulus,600,197549414695200,9.9271735
4,stimulus_end,2,stimulus,900,197554413858800,14.9263371
5,fixation_after_start,3,fixation_after,900,197554413865100,14.9263434
6,fixation_after_end,3,fixation_after,1500,197564412203100,24.9246814
7,experiment_end,8,finished,1500,197564412209500,24.9246878
