phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,19123,18.600881,176115.0
fixation_after,ch1,max,2,19163,18.6408788,175931.0
fixation_after,ch1,min,1,15474,14.9518002,151226.0
fixation_after,ch1,min,2,16014,15.4917948,151618.0
fixation_after,ch2,max,1,15816,15.2937968,-1682584.0
fixation_after,ch2,max,2,16136,15.6138028,-1682893.0
fixation_after,ch2,min,1,21444,20.9219482,-1705244.0
fixation_after,ch2,min,2,24023,23.501012,-1705036.0
fixation_after,ch3,max,1,22054,21.5319745,-566652.0
fixation_after,ch3,max,2,16618,16.0958406,-566712.0
fixation_after,ch3,min,1,24985,24.4630422,-583742.0
fixation_after,ch3,min,2,25005,24.4832381,-583734.0
fixation_before,ch1,max,1,312,0.0858595,176081.0
fixation_before,ch1,max,2,372,0.1022214,175802.0
fixation_before,ch1,min,1,2501,1.9784663,148843.0
fixation_before,ch1,min,2,3780,3.2574932,149097.0
fixation_before,ch2,max,1,1883,1.3604391,-1676261.0
fixation_before,ch2,max,2,1683,1.1604384,-1676371.0
fixation_before,ch2,min,1,8549,8.0266212,-1703191.0
fixation_before,ch2,min,2,8529,8.0066215,-1703121.0
fixation_before,ch3,max,1,2883,2.3604657,-557707.0
fixation_before,ch3,max,2,2643,2.1204614,-557716.0
fixation_before,ch3,min,1,9551,9.0286428,-577480.0
fixation_before,ch3,min,2,9511,8.9886501,-577450.0
idle,ch1,max,1,1,0.0014435,160170.0
idle,ch2,max,1,1,0.0014435,-1683789.0
idle,ch3,max,1,1,0.0014435,-561553.0
stimulus,ch1,max,1,14564,14.0417796,174706.0
stimulus,ch1,max,2,14844,14.321777,174684.0
stimulus,ch1,min,1,10636,10.1137059,150033.0
stimulus,ch1,min,2,10916,10.3936679,150194.0
stimulus,ch2,max,1,10598,10.0756734,-1680843.0
stimulus,ch2,max,2,10518,9.9956733,-1680844.0
stimulus,ch2,min,1,14906,14.3837751,-1703490.0
stimulus,ch2,min,2,14786,14.2637782,-1703397.0
stimulus,ch3,max,1,10598,10.0756734,-563826.0
stimulus,ch3,max,2,10678,10.1556808,-563972.0
stimulus,ch3,min,1,13409,12.8867481,-580107.0
stimulus,ch3,min,2,15308,14.7857738,-580008.0
