phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,21867,21.3524822,174603.0
fixation_after,ch1,max,2,21907,21.3924592,174581.0
fixation_after,ch1,min,1,25034,24.5195569,147379.0
fixation_after,ch1,min,2,25014,24.4995439,147651.0
fixation_after,ch2,max,1,23018,22.5034886,-1703884.0
fixation_after,ch2,max,2,23797,23.2825201,-1703933.0
fixation_after,ch2,min,1,21769,21.2544674,-1728532.0
fixation_after,ch2,min,2,21749,21.2344604,-1728495.0
fixation_after,ch3,max,1,23605,23.0905189,-611003.0
fixation_after,ch3,max,2,23625,23.1105169,-611322.0
fixation_after,ch3,min,1,25368,24.8535416,-625929.0
fixation_after,ch3,min,2,25408,24.8935447,-625726.0
fixation_before,ch1,max,1,1387,0.8719355,176510.0
fixation_before,ch1,max,2,1467,0.9519419,176184.0
fixation_before,ch1,min,1,5734,5.2190735,150309.0
fixation_before,ch1,min,2,5674,5.159072,150335.0
fixation_before,ch2,max,1,1539,1.0239466,-1706121.0
fixation_before,ch2,max,2,1136,0.6208994,-1706246.0
fixation_before,ch2,min,1,7544,7.0290996,-1727382.0
fixation_before,ch2,min,2,7904,7.3891042,-1727360.0
fixation_before,ch3,max,1,1207,0.6919509,-611287.0
fixation_before,ch3,max,2,1387,0.8719355,-611309.0
fixation_before,ch3,min,1,6913,6.3980732,-624237.0
fixation_before,ch3,min,2,7013,6.498083,-624149.0
idle,ch1,max,1,3,0.0016387,165149.0
idle,ch3,max,1,3,0.0016387,-615605.0
idle,ch3,min,1,2,0.0013672,-616493.0
stimulus,ch1,max,1,12278,11.76324,174478.0
stimulus,ch1,max,2,10979,10.4641856,174371.0
stimulus,ch1,min,1,14326,13.8112813,149742.0
stimulus,ch1,min,2,13267,12.7522543,149993.0
stimulus,ch2,max,1,13389,12.8742629,-1708998.0
stimulus,ch2,max,2,15187,14.6722474,-1709260.0
stimulus,ch2,min,1,11241,10.7262114,-1727150.0
stimulus,ch2,min,2,11041,10.5260704,-1726862.0
stimulus,ch3,max,1,12298,11.7832314,-612809.0
stimulus,ch3,max,2,11319,10.8041706,-612975.0
stimulus,ch3,min,1,14266,13.751252,-624771.0
stimulus,ch3,min,2,13247,12.7322579,-624639.0
