event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,197886497358900,0.0
1,fixation_before_start,1,fixation_before,0,197886497479500,0.0001206
2,fixation_before_end,1,fixation_before,600,197896423122900,9.925764
3,stimulus_start,2,stimulus,600,197896423129000,9.9257701
4,stimulus_end,2,stimulus,900,197901422220000,14.9248611
5,fixation_after_start,3,fixation_after,900,197901422226800,14.9248679
6,fixation_after_end,3,fixation_after,1500,197911420720000,24.9233611
7,experiment_end,8,finished,1500,197911420727100,24.9233682
