sample_index,pc_time_ns,experiment_time_s,phase_code,phase_name,frame_index,frame_time_ns,stimulus_active,stimulus_on_mask,serial_channel_count,ch1,ch2,ch3,parse_error,raw_line
0,197886498476200,0.0011173,0,idle,-1,0,0,0,3,159728.0,-1713152.0,-604812.0,,"159728,-1713152,-604812"
1,197886498998400,0.0016395,0,idle,-1,0,0,0,3,160998.0,-1706333.0,-600297.0,,"160998,-1706333,-600297"
2,197886499412700,0.0020538,0,idle,-1,0,0,0,3,157404.0,-1707117.0,-602562.0,,"157404,-1707117,-602562"
3,197886499736500,0.0023776,0,idle,-1,0,0,0,3,154116.0,-1707547.0,-604346.0,,"154116,-1707547,-604346"
4,197886500111300,0.0027524,1,fixation_before,0,197886498688200,0,0,3,157649.0,-1701002.0,-599101.0,,"157649,-1701002,-599101"
5,197886500524600,0.0031657,1,fixation_before,0,197886498688200,0,0,3,153998.0,-1705389.0,-603646.0,,"153998,-1705389,-603646"
6,197886500877800,0.0035189,1,fixation_before,0,197886498688200,0,0,3,153324.0,-1704921.0,-603743.0,,"153324,-1704921,-603743"
7,197886501160100,0.0038012,1,fixation_before,0,197886498688200,0,0,3,158147.0,-1700091.0,-599038.0,,"158147,-1700091,-599038"
8,197886501446100,0.0040872,1,fixation_before,0,197886498688200,0,0,3,160776.0,-1700611.0,-598334.0,,"160776,-1700611,-598334"
9,197886501729300,0.0043704,1,fixation_before,0,197886498688200,0,0,3,161055.0,-1704601.0,-600611.0,,"161055,-1704601,-600611"
10,197886502013400,0.0046545,1,fixation_before,0,197886498688200,0,0,3,164946.0,-1704131.0,-598536.0,,"164946,-1704131,-598536"
11,197886502306600,0.0049477,1,fixation_before,0,197886498688200,0,0,3,163878.0,-1709201.0,-602002.0,,"163878,-1709201,-602002"
12,197886502588700,0.0052298,1,fixation_before,1,197886500887100,0,0,3,167528.0,-1707152.0,-599363.0,,"167528,-1707152,-599363"
13,197886502875800,0.0055169,1,fixation_before,2,197886502668800,0,0,3,170871.0,-1706373.0,-597677.0,,"170871,-1706373,-597677"
14,197886503152700,0.0057938,1,fixation_before,3,197886502976900,0,0,3,169991.0,-1711039.0,-600694.0,,"169991,-1711039,-600694"
15,197886503429300,0.0060704,1,fixation_before,3,197886502976900,0,0,3,174498.0,-1707392.0,-596056.0,,"174498,-1707392,-596056"
16,197886503763500,0.0064046,1,fixation_before,3,197886502976900,0,0,3,173372.0,-1710477.0,-598231.0,,"173372,-1710477,-598231"
17,197886504051600,0.0066927,1,fixation_before,3,197886502976900,0,0,3,168128.0,-1715524.0,-603070.0,,"168128,-1715524,-603070"
18,197886504326800,0.0069679,1,fixation_before,3,197886502976900,0,0,3,166196.0,-1713731.0,-602553.0,,"166196,-1713731,-602553"
19,197886504611900,0.007253,1,fixation_before,3,197886502976900,0,0,3,165085.0,-1710694.0,-601190.0,,"165085,-1710694,-601190"
