phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,15738,15.2052382,176159.0
fixation_after,ch1,max,2,18795,18.2623563,175908.0
fixation_after,ch1,min,1,23401,22.8684517,150736.0
fixation_after,ch1,min,2,24980,24.4475334,150934.0
fixation_after,ch2,max,1,15530,14.9972363,-1698143.0
fixation_after,ch2,max,2,15610,15.0772382,-1698256.0
fixation_after,ch2,min,1,23253,22.7204281,-1717062.0
fixation_after,ch2,min,2,23093,22.5604181,-1716840.0
fixation_after,ch3,max,1,16577,16.044277,-595827.0
fixation_after,ch3,max,2,15638,15.105237,-595898.0
fixation_after,ch3,min,1,24660,24.1274775,-610514.0
fixation_after,ch3,min,2,24680,24.1474775,-610361.0
fixation_before,ch1,max,1,455,0.1283507,177713.0
fixation_before,ch1,max,2,9825,9.2920907,176878.0
fixation_before,ch1,min,1,465,0.1310769,146752.0
fixation_before,ch1,min,2,1524,0.9908819,150050.0
fixation_before,ch2,max,1,7419,6.8860325,-1696311.0
fixation_before,ch2,max,2,7239,6.7060044,-1696402.0
fixation_before,ch2,min,1,1695,1.161912,-1717662.0
fixation_before,ch2,min,2,1655,1.1218705,-1717336.0
fixation_before,ch3,max,1,455,0.1283507,-593022.0
fixation_before,ch3,max,2,6948,6.4150265,-594029.0
fixation_before,ch3,min,1,465,0.1310769,-610892.0
fixation_before,ch3,min,2,4041,3.5079531,-607273.0
idle,ch1,max,1,1,0.0016395,160998.0
idle,ch2,max,1,1,0.0016395,-1706333.0
idle,ch3,max,1,1,0.0016395,-600297.0
stimulus,ch1,max,1,11403,10.8700947,176899.0
stimulus,ch1,max,2,10764,10.2311053,176760.0
stimulus,ch1,min,1,13371,12.8381806,151185.0
stimulus,ch1,min,2,13171,12.6381187,151467.0
stimulus,ch2,max,1,13812,13.2791908,-1698257.0
stimulus,ch2,max,2,13372,12.8391836,-1698272.0
stimulus,ch2,min,1,14541,14.0082132,-1715622.0
stimulus,ch2,min,2,14761,14.2282076,-1715311.0
stimulus,ch3,max,1,10564,10.0311128,-594764.0
stimulus,ch3,max,2,11403,10.8700947,-594854.0
stimulus,ch3,min,1,14170,13.6372089,-607256.0
stimulus,ch3,min,2,13371,12.8381806,-607182.0
