event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,182828486998200,0.0
1,fixation_before_start,1,fixation_before,0,182828487059900,6.17e-05
2,fixation_before_end,1,fixation_before,600,182838413984100,9.9269859
3,stimulus_start,2,stimulus,600,182838413991000,9.9269928
4,stimulus_end,2,stimulus,780,182841413391200,12.926393
5,fixation_after_start,3,fixation_after,780,182841413397700,12.9263995
6,fixation_after_end,3,fixation_after,1380,182851411855500,22.9248573
7,experiment_end,8,finished,1380,182851411862600,22.9248644
