event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,197627971615200,0.0
1,fixation_before_start,1,fixation_before,0,197627971674400,5.92e-05
2,fixation_before_end,1,fixation_before,600,197637899868000,9.9282528
3,stimulus_start,2,stimulus,600,197637899873800,9.9282586
4,stimulus_end,2,stimulus,900,197642899085400,14.9274702
5,fixation_after_start,3,fixation_after,900,197642899091900,14.9274767
6,fixation_after_end,3,fixation_after,1500,197652897288700,24.9256735
7,experiment_end,8,finished,1500,197652897295100,24.9256799
