event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,198389628506200,0.0
1,fixation_before_start,1,fixation_before,0,198389628579800,7.36e-05
2,fixation_before_end,1,fixation_before,600,198399555400000,9.9268938
3,stimulus_start,2,stimulus,600,198399555407400,9.9269012
4,stimulus_end,2,stimulus,900,198404554456300,14.9259501
5,fixation_after_start,3,fixation_after,900,198404554462900,14.9259567
6,fixation_after_end,3,fixation_after,1500,198414552883100,24.9243769
7,experiment_end,8,finished,1500,198414552889200,24.924383
