phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,25124,24.5678731,255708.0
fixation_after,ch1,max,2,23303,22.7468211,255620.0
fixation_after,ch1,min,1,17310,16.7536873,214258.0
fixation_after,ch1,min,2,17090,16.5336592,214343.0
fixation_after,ch2,max,1,24502,23.9458478,-1519154.0
fixation_after,ch2,max,2,24282,23.7258512,-1519211.0
fixation_after,ch2,min,1,15788,15.2316367,-1548401.0
fixation_after,ch2,min,2,15748,15.1916392,-1547876.0
fixation_after,ch3,max,1,25123,24.5669076,-296977.0
fixation_after,ch3,max,2,23341,22.7848203,-297097.0
fixation_after,ch3,min,1,15608,15.0516283,-327259.0
fixation_after,ch3,min,2,15748,15.1916392,-326818.0
fixation_before,ch1,max,1,10338,9.7814907,239994.0
fixation_before,ch1,max,2,10358,9.8014859,239890.0
fixation_before,ch1,min,1,406,0.1100754,196039.0
fixation_before,ch1,min,2,306,0.0832377,196742.0
fixation_before,ch2,max,1,9816,9.2594858,-1539229.0
fixation_before,ch2,max,2,10076,9.5194936,-1539513.0
fixation_before,ch2,min,1,3445,2.8883097,-1563074.0
fixation_before,ch2,min,2,1865,1.3082745,-1562868.0
fixation_before,ch3,max,1,16,0.0054276,-313351.0
fixation_before,ch3,max,2,74,0.021029,-313372.0
fixation_before,ch3,min,1,3445,2.8883097,-337013.0
fixation_before,ch3,min,2,5125,4.5683568,-336716.0
idle,ch2,min,1,2,0.0014675,-1556264.0
stimulus,ch1,max,1,15339,14.7826109,245176.0
stimulus,ch1,max,2,15419,14.8626179,245011.0
stimulus,ch1,min,1,10948,10.3915084,207202.0
stimulus,ch1,min,2,10988,10.4315118,207301.0
stimulus,ch2,max,1,15198,14.6415525,-1534099.0
stimulus,ch2,max,2,15298,14.7416225,-1534605.0
stimulus,ch2,min,1,11487,10.9305167,-1553581.0
stimulus,ch2,min,2,10927,10.370512,-1553399.0
stimulus,ch3,max,1,15358,14.801609,-308889.0
stimulus,ch3,max,2,15138,14.581605,-309109.0
stimulus,ch3,min,1,10927,10.370512,-332650.0
stimulus,ch3,min,2,11487,10.9305167,-332569.0
