phase_name,channel,kind,rank,sample_index,experiment_time_s,value
fixation_after,ch1,max,1,22350,21.7800709,430523.0
fixation_after,ch1,max,2,23330,22.760086,428700.0
fixation_after,ch1,min,1,14080,13.5098812,255263.0
fixation_after,ch1,min,2,14240,13.6698153,255506.0
fixation_after,ch2,max,1,14463,13.8928799,8388607.0
fixation_after,ch2,max,2,14483,13.9128937,8388607.0
fixation_after,ch2,min,1,21833,21.2630619,4913396.0
fixation_after,ch2,min,2,21853,21.2831009,4913539.0
fixation_after,ch3,max,1,21483,20.91305,8388607.0
fixation_after,ch3,max,2,22503,21.9330194,8388607.0
fixation_after,ch3,min,1,17533,16.9629473,6393803.0
fixation_after,ch3,min,2,17513,16.9429175,6394474.0
fixation_before,ch1,max,1,9607,9.0367524,434154.0
fixation_before,ch1,max,2,9627,9.056748,431646.0
fixation_before,ch1,min,1,10058,9.4877768,244964.0
fixation_before,ch1,min,2,9878,9.3077727,246238.0
fixation_before,ch2,max,1,1797,1.2265897,8388607.0
fixation_before,ch2,max,2,1817,1.2465685,8388607.0
fixation_before,ch2,min,1,9770,9.1998364,-599198.0
fixation_before,ch2,min,2,9790,9.2197021,-579082.0
fixation_before,ch3,max,1,3918,3.3476169,8388607.0
fixation_before,ch3,max,2,6639,6.0686964,8388607.0
fixation_before,ch3,min,1,9750,9.1797761,2412569.0
fixation_before,ch3,min,2,9770,9.1998364,2442540.0
idle,ch1,max,1,4,0.0018949,415991.0
stimulus,ch1,max,1,12429,11.8588322,421818.0
stimulus,ch1,max,2,12649,12.0787943,421753.0
stimulus,ch1,min,1,10818,10.2477759,249603.0
stimulus,ch1,min,2,10778,10.2077776,251391.0
stimulus,ch2,max,1,10841,10.2707814,8335650.0
stimulus,ch2,max,2,10821,10.2507745,8082825.0
stimulus,ch2,min,1,10510,9.9397731,4694696.0
stimulus,ch2,min,2,10530,9.9597827,4774164.0
stimulus,ch3,max,1,10761,10.190793,8388607.0
stimulus,ch3,max,2,10741,10.1707789,8255621.0
stimulus,ch3,min,1,10510,9.9397731,5911445.0
stimulus,ch3,min,2,10530,9.9597827,6004030.0
