event_index,event_name,phase_code,phase_name,frame_index,time_ns,experiment_time_s
0,experiment_start,1,fixation_before,0,198044302558400,0.0
1,fixation_before_start,1,fixation_before,0,198044302617900,5.95e-05
2,fixation_before_end,1,fixation_before,600,198054230008700,9.9274503
3,stimulus_start,2,stimulus,600,198054230014800,9.9274564
4,stimulus_end,2,stimulus,900,198059229101000,14.9265426
5,fixation_after_start,3,fixation_after,900,198059229107800,14.9265494
6,fixation_after_end,3,fixation_after,1500,198069227463200,24.9249048
7,experiment_end,8,finished,1500,198069227469400,24.924911
